,Question,Choice,Topic,Level
23,คำสั่งไหนใน Python ที่ใช้สำหรับการสร้าง generators?,"[{'text': 'yield', 'weight': 1}, {'text': 'return', 'weight': 0}, {'text': 'print', 'weight': 0}, {'text': 'break', 'weight': 0}]",Generators,Easy
24,ฟังก์ชันไหนใน Python ที่ใช้สำหรับการสร้าง iterators?,"[{'text': 'iter()', 'weight': 1}, {'text': 'next()', 'weight': 0}, {'text': 'len()', 'weight': 0}, {'text': 'type()', 'weight': 0}]",Iterators,Medium
25,วิธีการวนลูปผ่าน iterators ใน Python คืออะไร?,"[{'text': 'การใช้ loop for', 'weight': 1}, {'text': 'การใช้ฟังก์ชัน next()', 'weight': 0}, {'text': 'การใช้ฟังก์ชัน iter()', 'weight': 0}, {'text': 'การใช้ keyword yield', 'weight': 0}]",Iterators,Easy
26,ความสำคัญของการใช้ iterators และ generators ใน Python คืออะไร?,"[{'text': 'เพื่อการประหยัดทรัพยากรและเพิ่มความเร็วในการประมวลผล', 'weight': 1}, {'text': 'เพื่อเพิ่มความซับซ้อนของโค้ด', 'weight': 0}, {'text': 'เพื่อลดขนาดของโค้ด', 'weight': 0}, {'text': 'เพื่อเพิ่มความยืดหยุ่นของโค้ด', 'weight': 0}]",Iterators_and_Generators,Hard
27,การใช้ iterators และ generators มีข้อจำกัดอะไรบ้าง?,"[{'text': 'ไม่สามารถวนลูปผ่านข้อมูลได้หลายครั้ง', 'weight': 1}, {'text': 'สามารถวนลูปผ่านข้อมูลได้หลายครั้ง', 'weight': 0}, {'text': 'สามารถใช้งานได้กับข้อมูลชนิดใดๆ', 'weight': 0}, {'text': 'สามารถใช้งานได้กับข้อมูลชนิด String เท่านั้น', 'weight': 0}]",Iterators_and_Generators,Medium
28,วิธีการตรวจสอบว่า object เป็น iterators หรือไม่ใน Python คืออะไร?,"[{'text': 'การใช้ฟังก์ชัน hasattr() และตรวจสอบว่ามี method __iter__ หรือไม่', 'weight': 1}, {'text': 'การใช้ฟังก์ชัน isinstance() และตรวจสอบว่าเป็นชนิด iterator หรือไม่', 'weight': 0}, {'text': 'การใช้ฟังก์ชัน type() และตรวจสอบว่าเป็นชนิด iterator หรือไม่', 'weight': 0}, {'text': 'การใช้ฟังก์ชัน len() และตรวจสอบว่าเป็นชนิด iterator หรือไม่', 'weight': 0}]",Iterators,Hard
29,การสร้างคลาสใหม่ในภาษา Python จำเป็นต้องใช้คำสั่งใด?,"[{'text': 'class', 'weight': 1}, {'text': 'object', 'weight': 0}, {'text': 'instantiate', 'weight': 0}, {'text': 'inherit', 'weight': 0}]",Class Creation,Easy
30,เมื่อเราสร้าง object จากคลาสใดๆ ในภาษา Python จะเกิดอะไรขึ้น?,"[{'text': 'การสร้าง instance ของคลาสนั้นๆ', 'weight': 1}, {'text': 'การลบคลาสนั้นๆ', 'weight': 0}, {'text': 'การแก้ไขคลาสนั้นๆ', 'weight': 0}, {'text': 'ไม่มีอะไรเกิดขึ้น', 'weight': 0}]",Object Instantiation,Easy
31,วิธีการที่ใช้สืบทอดคุณสมบัติจากคลาสหนึ่งไปยังคลาสอื่นในภาษา Python คือ?,"[{'text': 'inheritance', 'weight': 1}, {'text': 'polymorphism', 'weight': 0}, {'text': 'encapsulation', 'weight': 0}, {'text': 'abstraction', 'weight': 0}]",Inheritance,Medium
32,การกำหนดค่าเริ่มต้นให้กับ attribute ของคลาสในภาษา Python ทำได้โดยการใช้คำสั่งใด?,"[{'text': '__init__', 'weight': 1}, {'text': '__str__', 'weight': 0}, {'text': '__repr__', 'weight': 0}, {'text': '__del__', 'weight': 0}]",Constructor,Medium
33,การเขียนโค้ดเพื่อให้ object สามารถแสดงผลลัพธ์เป็น string ได้ ใช้ method ใด?,"[{'text': '__str__', 'weight': 1}, {'text': '__repr__', 'weight': 0.5}, {'text': '__init__', 'weight': 0}, {'text': '__del__', 'weight': 0}]",String Representation,Medium
34,การสร้าง method ที่สามารถทำงานได้กับหลายประเภทของข้อมูลในภาษา Python เรียกว่าอะไร?,"[{'text': 'polymorphism', 'weight': 1}, {'text': 'inheritance', 'weight': 0}, {'text': 'encapsulation', 'weight': 0}, {'text': 'abstraction', 'weight': 0}]",Polymorphism,Hard
35,การสร้าง method ที่ไม่สามารถเข้าถึงได้จากภายนอกคลาสในภาษา Python ใช้วิธีการใด?,"[{'text': 'encapsulation', 'weight': 1}, {'text': 'inheritance', 'weight': 0}, {'text': 'polymorphism', 'weight': 0}, {'text': 'abstraction', 'weight': 0}]",Encapsulation,Hard
36,การสร้างคลาสที่ไม่มีการ implement method แต่สามารถสืบทอดไปยังคลาสอื่นได้ในภาษา Python เรียกว่าอะไร?,"[{'text': 'abstract class', 'weight': 1}, {'text': 'interface', 'weight': 0.5}, {'text': 'concrete class', 'weight': 0}, {'text': 'nested class', 'weight': 0}]",Abstract Class,Hard
37,การสร้าง attribute หรือ method ที่ไม่สามารถเปลี่ยนแปลงได้ในภาษา Python ใช้วิธีการใด?,"[{'text': 'immutable', 'weight': 1}, {'text': 'mutable', 'weight': 0}, {'text': 'public', 'weight': 0}, {'text': 'private', 'weight': 0}]",Immutability,Hard
38,การสร้าง method ที่สามารถทำงานได้กับ object หลายๆ ตัวในภาษา Python เรียกว่าอะไร?,"[{'text': 'static method', 'weight': 1}, {'text': 'class method', 'weight': 0.5}, {'text': 'instance method', 'weight': 0}, {'text': 'built-in method', 'weight': 0}]",Static Method,Hard
39,การนำเข้าโมดูลในภาษา Python สามารถทำได้หลายวิธี วิธีที่ถูกต้องคือ,"[{'text': 'ใช้คำสั่ง import', 'weight': 1}, {'text': 'ใช้คำสั่ง load', 'weight': 0}, {'text': 'ใช้คำสั่ง include', 'weight': 0}, {'text': 'ใช้คำสั่ง require', 'weight': 0}]",Modules and Imports,Easy
40,เมื่อเรียกใช้ฟังก์ชันจากโมดูล math ใน Python ควรใช้คำสั่งแบบใด?,"[{'text': 'import math', 'weight': 0.5}, {'text': 'from math import *', 'weight': 0.5}, {'text': 'load math', 'weight': 0}, {'text': 'include math', 'weight': 0}]",Modules and Imports,Medium
41,โมดูลที่มีอยู่ใน Python Standard Library คือ?,"[{'text': 'math', 'weight': 1}, {'text': 'custom_module', 'weight': 0}, {'text': 'external_module', 'weight': 0}, {'text': 'third_party_module', 'weight': 0}]",Modules and Imports,Easy
42,เมื่อต้องการนำเข้าเฉพาะฟังก์ชัน sin จากโมดูล math ควรใช้คำสั่งแบบใด?,"[{'text': 'from math import sin', 'weight': 1}, {'text': 'import math.sin', 'weight': 0}, {'text': 'from math import *', 'weight': 0.25}, {'text': 'import math', 'weight': 0}]",Modules and Imports,Medium
43,การสร้างโมดูลของตนเองใน Python สามารถทำได้โดยการสร้างไฟล์.py ที่มีชื่อ?,"[{'text': 'ตามที่เราต้องการ', 'weight': 1}, {'text': 'ต้องเป็นชื่อที่เฉพาะเจาะจง', 'weight': 0}, {'text': 'ไม่สามารถสร้างโมดูลของตนเองได้', 'weight': 0}, {'text': 'ต้องเป็นชื่อที่เริ่มต้นด้วย _', 'weight': 0}]",Modules and Imports,Medium
44,การใช้คำสั่ง from... import * จะทำให้เกิดผลกระทบอย่างไร?,"[{'text': 'อาจทำให้เกิดการชนชื่อฟังก์ชันหรือตัวแปร', 'weight': 1}, {'text': 'จะทำให้โปรแกรมทำงานเร็วขึ้น', 'weight': 0}, {'text': 'จะทำให้โปรแกรมทำงานช้าลง', 'weight': 0}, {'text': 'ไม่มีผลกระทบใดๆ', 'weight': 0}]",Modules and Imports,Hard
45,การนำเข้าโมดูลใน Python สามารถทำได้หลายวิธี วิธีที่ไม่ถูกต้องคือ,"[{'text': 'ใช้คำสั่ง load', 'weight': 1}, {'text': 'ใช้คำสั่ง import', 'weight': 0}, {'text': 'ใช้คำสั่ง include', 'weight': 1}, {'text': 'ใช้คำสั่ง require', 'weight': 1}]",Modules and Imports,Medium
46,โมดูลไหนบ้างที่มีอยู่ใน Python Standard Library?,"[{'text': 'math, random, time', 'weight': 1}, {'text': 'custom_module, external_module', 'weight': 0}, {'text': 'third_party_module, user_module', 'weight': 0}, {'text': 'all of the above', 'weight': 0}]",Modules and Imports,Hard
47,การนำเข้าโมดูลทั้งหมดใน Python Standard Library สามารถทำได้โดยใช้คำสั่ง?,"[{'text': 'ไม่สามารถทำได้', 'weight': 1}, {'text': 'import *', 'weight': 0}, {'text': 'from python import *', 'weight': 0}, {'text': 'import all', 'weight': 0}]",Modules and Imports,Medium
48,การใช้คำสั่ง try-except ในภาษา Python มีประโยชน์อย่างไร?,"[{'text': 'เพื่อควบคุมการทำงานของโปรแกรมให้ไม่เกิด Error', 'weight': 1}, {'text': 'เพื่อเพิ่มความเร็วในการทำงานของโปรแกรม', 'weight': 0}, {'text': 'เพื่อลดขนาดของโค้ด', 'weight': 0}, {'text': 'เพื่อสร้างฟังก์ชันใหม่', 'weight': 0}]",ErrorHandling,Easy
49,คำสั่งไหนที่ใช้สำหรับการจัดการ Error ในภาษา Python?,"[{'text': 'try-except', 'weight': 1}, {'text': 'for loop', 'weight': 0}, {'text': 'while loop', 'weight': 0}, {'text': 'if statement', 'weight': 0}]",ErrorHandling,Easy
50,ถ้าไม่มีการจัดการ Error ในโค้ด Python อาจจะเกิดอะไรขึ้น?,"[{'text': 'โปรแกรมอาจจะหยุดทำงานและแสดง Error Message', 'weight': 1}, {'text': 'โปรแกรมจะทำงานต่อไปโดยไม่แสดง Error', 'weight': 0}, {'text': 'โปรแกรมจะทำงานช้าลง', 'weight': 0}, {'text': 'โปรแกรมจะใช้หน่วยความจำมากขึ้น', 'weight': 0}]",ErrorHandling,Medium
51,คำสั่ง except ในภาษา Python ใช้สำหรับอะไร?,"[{'text': 'รับ Error ที่เกิดขึ้นและทำการประมวลผลต่อ', 'weight': 1}, {'text': 'สร้าง Error ใหม่', 'weight': 0}, {'text': 'ลบ Error ที่เกิดขึ้น', 'weight': 0}, {'text': 'แสดง Error Message', 'weight': 0}]",ErrorHandling,Medium
52,คำสั่ง else ใน block try-except ใช้สำหรับอะไร?,"[{'text': 'ประมวลผลโค้ดเมื่อไม่เกิด Error', 'weight': 1}, {'text': 'ประมวลผลโค้ดเมื่อเกิด Error', 'weight': 0}, {'text': 'หยุดการทำงานของโปรแกรม', 'weight': 0}, {'text': 'เรียกฟังก์ชันใหม่', 'weight': 0}]",ErrorHandling,Medium
53,คำสั่ง finally ใน block try-except ใช้สำหรับอะไร?,"[{'text': 'ประมวลผลโค้ดทุกครั้ง ไม่ว่าจะเกิด Error หรือไม่', 'weight': 1}, {'text': 'ประมวลผลโค้ดเฉพาะเมื่อเกิด Error', 'weight': 0}, {'text': 'ประมวลผลโค้ดเฉพาะเมื่อไม่เกิด Error', 'weight': 0}, {'text': 'หยุดการทำงานของโปรแกรม', 'weight': 0}]",ErrorHandling,Hard
54,การสร้าง custom exception ใน Python ทำได้โดยการสร้าง class ที่สืบทอดจากอะไร?,"[{'text': 'Exception', 'weight': 1}, {'text': 'Error', 'weight': 0}, {'text': 'CustomError', 'weight': 0}, {'text': 'MyException', 'weight': 0}]",ErrorHandling,Hard
55,การใช้คำสั่ง raise ในภาษา Python มีประโยชน์อย่างไร?,"[{'text': 'เพื่อสร้างและยกเลิก Error ใหม่', 'weight': 1}, {'text': 'เพื่อเพิ่มความเร็วในการทำงานของโปรแกรม', 'weight': 0}, {'text': 'เพื่อลดขนาดของโค้ด', 'weight': 0}, {'text': 'เพื่อสร้างฟังก์ชันใหม่', 'weight': 0}]",ErrorHandling,Medium
56,การเขียนโค้ด try-except-finally ในภาษา Python สามารถจัดการ Error ได้ทั้งหมดกี่ประเภท?,"[{'text': '3 ประเภท', 'weight': 1}, {'text': '2 ประเภท', 'weight': 0}, {'text': '1 ประเภท', 'weight': 0}, {'text': 'ไม่สามารถจัดการ Error ได้', 'weight': 0}]",ErrorHandling,Hard
57,การทำงานของคำสั่ง print() ในภาษา Python คืออะไร?,"[{'text': 'แสดงข้อความบนหน้าจอ', 'weight': 1}, {'text': 'รับข้อมูลจากผู้ใช้', 'weight': 0}, {'text': 'คำนวณผลรวมของค่า', 'weight': 0}, {'text': 'ตรวจสอบเงื่อนไขที่กำหนด', 'weight': 0}]",Input and Output,Easy
58,ฟังก์ชันใดในภาษา Python ที่ใช้รับข้อมูลจากผู้ใช้?,"[{'text': 'print()', 'weight': 0}, {'text': 'input()', 'weight': 1}, {'text': 'len()', 'weight': 0}, {'text': 'type()', 'weight': 0}]",Input and Output,Easy
59,ถ้าเราต้องการให้ผู้ใช้ป้อนข้อมูลเข้ามาทางคีย์บอร์ด เราควรใช้คำสั่งใด?,"[{'text': ""print('Message')"", 'weight': 0}, {'text': ""input('Message')"", 'weight': 1}, {'text': ""len('Message')"", 'weight': 0}, {'text': ""type('Message')"", 'weight': 0}]",Input and Output,Easy
60,คำสั่งไหนในภาษา Python ที่ใช้สำหรับการแสดงผลลัพธ์?,"[{'text': 'print()', 'weight': 1}, {'text': 'input()', 'weight': 0}, {'text': 'len()', 'weight': 0}, {'text': 'type()', 'weight': 0}]",Input and Output,Easy
61,"ถ้าเราต้องการแสดงข้อความ 'Hello, World!' บนหน้าจอ ควรใช้คำสั่งใด?","[{'text': ""print('Hello, World!')"", 'weight': 1}, {'text': ""input('Hello, World!')"", 'weight': 0}, {'text': ""len('Hello, World!')"", 'weight': 0}, {'text': ""type('Hello, World!')"", 'weight': 0}]",Input and Output,Easy
62,การทำงานของฟังก์ชัน input() ในภาษา Python คืออะไร?,"[{'text': 'แสดงข้อความบนหน้าจอ', 'weight': 0}, {'text': 'รับข้อมูลจากผู้ใช้', 'weight': 1}, {'text': 'คำนวณผลรวมของค่า', 'weight': 0}, {'text': 'ตรวจสอบเงื่อนไขที่กำหนด', 'weight': 0}]",Input and Output,Medium
63,เราสามารถใช้ฟังก์ชัน print() เพื่อแสดงผลลัพธ์ของการคำนวณได้หรือไม่?,"[{'text': 'ไม่สามารถ', 'weight': 0}, {'text': 'สามารถ', 'weight': 1}, {'text': 'ขึ้นอยู่กับเงื่อนไข', 'weight': 0}, {'text': 'ต้องใช้ฟังก์ชันอื่น', 'weight': 0}]",Input and Output,Medium
64,ถ้าเราต้องการรับข้อมูลที่เป็นตัวเลขจากผู้ใช้ เราควรทำอย่างไร?,"[{'text': 'ใช้ฟังก์ชัน input() และไม่ต้องทำอะไรเพิ่มเติม', 'weight': 0}, {'text': 'ใช้ฟังก์ชัน input() และแปลงข้อมูลเป็นตัวเลขด้วย int() หรือ float()', 'weight': 1}, {'text': 'ใช้ฟังก์ชัน print() และไม่ต้องทำอะไรเพิ่มเติม', 'weight': 0}, {'text': 'ใช้ฟังก์ชัน len() และไม่ต้องทำอะไรเพิ่มเติม', 'weight': 0}]",Input and Output,Hard
65,ถ้าเราต้องการแสดงผลลัพธ์ที่มีการจัดรูปแบบ เช่น การเว้นวรรคหรือขึ้นบรรทัดใหม่ เราควรใช้คำสั่งใด?,"[{'text': ""print('Message')"", 'weight': 0}, {'text': ""print('Message', end=' ')"", 'weight': 0.5}, {'text': ""print('Message', sep=' ', end='\n\n')"", 'weight': 1}, {'text': ""print('Message', file=sys.stdout)"", 'weight': 0}]",Input and Output,Hard
66,การทำงานของคำสั่ง input() เมื่อมีผู้ใช้ป้อนข้อมูลเข้ามา คืออะไร?,"[{'text': 'แสดงข้อความที่ผู้ใช้ป้อน', 'weight': 0}, {'text': 'รับข้อมูลที่ผู้ใช้ป้อนและเก็บไว้ในตัวแปร', 'weight': 1}, {'text': 'คำนวณผลรวมของค่าที่ผู้ใช้ป้อน', 'weight': 0}, {'text': 'ตรวจสอบเงื่อนไขที่กำหนดจากข้อมูลที่ผู้ใช้ป้อน', 'weight': 0}]",Input and Output,Hard
67,เซตในภาษา Python คืออะไร?,"[{'text': 'ชนิดของข้อมูลที่สามารถเก็บค่าได้หลายๆ ค่า', 'weight': 0}, {'text': 'ชนิดของข้อมูลที่ไม่สามารถมีค่าซ้ำกัน', 'weight': 1}, {'text': 'ชนิดของข้อมูลที่สามารถเก็บค่าเป็นลำดับ', 'weight': 0}, {'text': 'ฟังก์ชันที่ใช้ในการประมวลผลข้อมูล', 'weight': 0}]",Basic Set,Easy
68,การสร้างเซตในภาษา Python สามารถทำได้โดยใช้สัญลักษณ์อะไร?,"[{'text': '()', 'weight': 0}, {'text': '[]', 'weight': 0}, {'text': '{}', 'weight': 1}, {'text': '<>', 'weight': 0}]",Set Creation,Easy
69,เซตในภาษา Python มีลักษณะสำคัญอย่างไร?,"[{'text': 'สามารถเก็บค่าเป็นลำดับ', 'weight': 0}, {'text': 'ไม่สามารถมีค่าซ้ำกัน', 'weight': 1}, {'text': 'สามารถเปลี่ยนแปลงค่าได้', 'weight': 0}, {'text': 'สามารถเก็บค่าเป็นแบบอ้างอิง', 'weight': 0}]",Set Properties,Medium
70,"ถ้าเรามีเซต A = {1, 2, 3} และ B = {3, 4, 5} ผลลัพธ์ของการรวมเซต A และ B จะเป็นอย่างไร?","[{'text': '{1, 2, 3, 4, 5}', 'weight': 1}, {'text': '{3}', 'weight': 0}, {'text': '{1, 2, 4, 5}', 'weight': 0}, {'text': '{3, 6, 8}', 'weight': 0}]",Set Operations,Medium
71,"ถ้าเรามีเซต A = {1, 2, 3} และ B = {3, 4, 5} ผลลัพธ์ของการหาความแตกต่างของเซต A และ B จะเป็นอย่างไร?","[{'text': '{1, 2, 4, 5}', 'weight': 1}, {'text': '{3}', 'weight': 0}, {'text': '{1, 2, 3, 4, 5}', 'weight': 0}, {'text': '{3, 6, 8}', 'weight': 0}]",Set Operations,Medium
72,"ถ้าเรามีเซต A = {1, 2, 3} และ B = {3, 4, 5} ผลลัพธ์ของการหาข้อมูลที่ซ้ำกันของเซต A และ B จะเป็นอย่างไร?","[{'text': '{3}', 'weight': 1}, {'text': '{1, 2, 3, 4, 5}', 'weight': 0}, {'text': '{1, 2, 4, 5}', 'weight': 0}, {'text': '{3, 6, 8}', 'weight': 0}]",Set Operations,Medium
73,วิธีการเพิ่มข้อมูลเข้าไปในเซตในภาษา Python คืออะไร?,"[{'text': 'ใช้ฟังก์ชัน append', 'weight': 0}, {'text': 'ใช้ฟังก์ชัน add', 'weight': 1}, {'text': 'ใช้ฟังก์ชัน insert', 'weight': 0}, {'text': 'ใช้ฟังก์ชัน extend', 'weight': 0}]",Set Operations,Medium
74,วิธีการลบข้อมูลออกจากเซตในภาษา Python คืออะไร?,"[{'text': 'ใช้ฟังก์ชัน remove', 'weight': 1}, {'text': 'ใช้ฟังก์ชัน delete', 'weight': 0}, {'text': 'ใช้ฟังก์ชัน discard', 'weight': 0}, {'text': 'ใช้ฟังก์ชัน pop', 'weight': 0}]",Set Operations,Medium
75,เซตในภาษา Python สามารถทำอะไรบ้าง?,"[{'text': 'สามารถเก็บค่าเป็นลำดับและสามารถเปลี่ยนแปลงค่าได้', 'weight': 0}, {'text': 'สามารถหาความแตกต่างและความเหมือนกันของเซต', 'weight': 1}, {'text': 'สามารถแปลงเป็นชนิดข้อมูลอื่นได้', 'weight': 0}, {'text': 'สามารถทำการคำนวณทางคณิตศาสตร์ได้', 'weight': 0}]",Set Applications,Hard
76,เซตในภาษา Python มีข้อจำกัดอะไรบ้าง?,"[{'text': 'ไม่สามารถเก็บค่าเป็นลำดับ', 'weight': 1}, {'text': 'สามารถเปลี่ยนแปลงค่าได้', 'weight': 0}, {'text': 'ไม่สามารถมีค่าซ้ำกัน', 'weight': 1}, {'text': 'สามารถทำการคำนวณทางคณิตศาสตร์ได้', 'weight': 0}]",Set Limitations,Hard
77,การสร้าง Dictionary ในภาษา Python สามารถทำได้โดยใช้คำสั่งใด?,"[{'text': 'dict()', 'weight': 1}, {'text': 'Dictionary()', 'weight': 0}, {'text': 'dictionary()', 'weight': 0}, {'text': 'create_dict()', 'weight': 0}]",Dictionary,Easy
78,วิธีการเข้าถึงค่าใน Dictionary คืออะไร?,"[{'text': 'ใช้คีย์', 'weight': 1}, {'text': 'ใช้ค่า', 'weight': 0}, {'text': 'ใช้ทั้งคีย์และค่า', 'weight': 0}, {'text': 'ไม่สามารถเข้าถึงได้', 'weight': 0}]",Dictionary,Easy
79,เมื่อใช้วิธีการเข้าถึงค่าใน Dictionary ผ่านคีย์ที่ไม่มีอยู่ จะเกิดอะไรขึ้น?,"[{'text': 'จะแสดงข้อความ Error', 'weight': 1}, {'text': 'จะแสดงค่า None', 'weight': 0}, {'text': 'จะแสดงค่า Default', 'weight': 0}, {'text': 'ไม่มีอะไรเกิดขึ้น', 'weight': 0}]",Dictionary,Medium
80,การเพิ่มคู่ค่า-คีย์ใหม่ใน Dictionary สามารถทำได้โดยใช้วิธีการใด?,"[{'text': ""การใช้สัญลักษณ์ ['คีย์'] = 'ค่า'"", 'weight': 1}, {'text': ""การใช้คำสั่ง dict.add('คีย์', 'ค่า')"", 'weight': 0}, {'text': ""การใช้คำสั่ง dict.append('คีย์', 'ค่า')"", 'weight': 0}, {'text': 'ไม่สามารถเพิ่มคู่ค่า-คีย์ใหม่ได้', 'weight': 0}]",Dictionary,Medium
81,การลบคู่ค่า-คีย์ใน Dictionary สามารถทำได้โดยใช้วิธีการใด?,"[{'text': ""การใช้คำสั่ง del dict['คีย์']"", 'weight': 1}, {'text': ""การใช้คำสั่ง dict.remove('คีย์')"", 'weight': 0}, {'text': ""การใช้คำสั่ง dict.delete('คีย์')"", 'weight': 0}, {'text': 'ไม่สามารถลบคู่ค่า-คีย์ได้', 'weight': 0}]",Dictionary,Medium
82,วิธีการวน loop ผ่าน Dictionary ทั้งหมดคืออะไร?,"[{'text': 'การใช้คำสั่ง for key in dict:', 'weight': 1}, {'text': 'การใช้คำสั่ง for value in dict.values():', 'weight': 0.5}, {'text': 'การใช้คำสั่ง for item in dict.items():', 'weight': 0.5}, {'text': 'ไม่สามารถวน loop ผ่าน Dictionary ได้', 'weight': 0}]",Dictionary,Hard
83,วิธีการตรวจสอบว่าคีย์มีอยู่ใน Dictionary หรือไม่คืออะไร?,"[{'text': ""การใช้คำสั่ง 'คีย์' in dict"", 'weight': 1}, {'text': ""การใช้คำสั่ง dict.has_key('คีย์')"", 'weight': 0}, {'text': ""การใช้คำสั่ง dict.contains('คีย์')"", 'weight': 0}, {'text': 'ไม่สามารถตรวจสอบได้', 'weight': 0}]",Dictionary,Medium
84,การคัดลอก Dictionary สามารถทำได้โดยใช้วิธีการใด?,"[{'text': 'การใช้คำสั่ง dict_new = dict.copy()', 'weight': 1}, {'text': 'การใช้คำสั่ง dict_new = dict.clone()', 'weight': 0}, {'text': 'การใช้คำสั่ง dict_new = dict dup()', 'weight': 0}, {'text': 'ไม่สามารถคัดลอก Dictionary ได้', 'weight': 0}]",Dictionary,Medium
85,การค้นหาค่าที่มากที่สุดหรือน้อยที่สุดใน Dictionary สามารถทำได้โดยใช้วิธีการใด?,"[{'text': 'การใช้คำสั่ง max(dict.values()) และ min(dict.values())', 'weight': 1}, {'text': 'การใช้คำสั่ง dict.max() และ dict.min()', 'weight': 0}, {'text': 'การใช้คำสั่ง dict.find_max() และ dict.find_min()', 'weight': 0}, {'text': 'ไม่สามารถค้นหาค่าที่มากที่สุดหรือน้อยที่สุดได้', 'weight': 0}]",Dictionary,Hard
86,การเรียงลำดับ Dictionary สามารถทำได้โดยใช้วิธีการใด?,"[{'text': 'การใช้คำสั่ง sorted(dict.items())', 'weight': 1}, {'text': 'การใช้คำสั่ง dict.sort()', 'weight': 0}, {'text': 'การใช้คำสั่ง dict.order()', 'weight': 0}, {'text': 'ไม่สามารถเรียงลำดับ Dictionary ได้', 'weight': 0}]",Dictionary,Hard
87,การสร้าง tuple ในภาษา Python สามารถทำได้โดยการใช้สัญลักษณ์ใด,"[{'text': '()', 'weight': 1}, {'text': '[]', 'weight': 0}, {'text': '{}', 'weight': 0}, {'text': '<>', 'weight': 0}]",Tuple,Easy
88,คำสั่งใดที่ใช้ในการเข้าถึงสมาชิกของ tuple,"[{'text': 'print()', 'weight': 0}, {'text': 'len()', 'weight': 0}, {'text': 'tuple[index]', 'weight': 1}, {'text': 'tuple.key', 'weight': 0}]",Tuple,Medium
89,คุณสามารถแก้ไขสมาชิกของ tuple ได้หรือไม่,"[{'text': 'ไม่สามารถแก้ไข', 'weight': 1}, {'text': 'สามารถแก้ไข', 'weight': 0}, {'text': 'ขึ้นอยู่กับขนาดของ tuple', 'weight': 0}, {'text': 'ขึ้นอยู่กับค่าของสมาชิก', 'weight': 0}]",Tuple,Medium
90,คำสั่งใดที่ใช้ในการรวม tuple หลายๆ อัน,"[{'text': 'tuple1 + tuple2', 'weight': 1}, {'text': 'tuple1 - tuple2', 'weight': 0}, {'text': 'tuple1 * tuple2', 'weight': 0}, {'text': 'tuple1 / tuple2', 'weight': 0}]",Tuple,Medium
91,"การสร้าง tuple ที่มีสมาชิกเดียว จำเป็นต้องมีคอมม่า (,) ท้ายสุดหรือไม่","[{'text': 'จำเป็น', 'weight': 1}, {'text': 'ไม่จำเป็น', 'weight': 0}, {'text': 'ขึ้นอยู่กับขนาดของ tuple', 'weight': 0}, {'text': 'ขึ้นอยู่กับค่าของสมาชิก', 'weight': 0}]",Tuple,Medium
92,คำสั่งใดที่ใช้ในการตรวจสอบว่ามีสมาชิกใดๆ ใน tuple หรือไม่,"[{'text': 'in', 'weight': 1}, {'text': 'not in', 'weight': 0.5}, {'text': 'is', 'weight': 0}, {'text': 'is not', 'weight': 0}]",Tuple,Hard
93,คำสั่งใดที่ใช้ในการสลับตำแหน่งของสมาชิกใน tuple,"[{'text': 'reverse()', 'weight': 1}, {'text': 'sorted()', 'weight': 0}, {'text': 'shuffle()', 'weight': 0}, {'text': 'swap()', 'weight': 0}]",Tuple,Hard
94,คำสั่งใดที่ใช้ในการแปลง tuple เป็น list,"[{'text': 'list()', 'weight': 1}, {'text': 'tuple()', 'weight': 0}, {'text': 'str()', 'weight': 0}, {'text': 'int()', 'weight': 0}]",Tuple,Medium
95,คำสั่งใดที่ใช้ในการหาค่าสมาชิกที่ซ้ำกันมากที่สุดใน tuple,"[{'text': 'max()', 'weight': 0}, {'text': 'min()', 'weight': 0}, {'text': 'count()', 'weight': 0.5}, {'text': 'Counter()', 'weight': 1}]",Tuple,Hard
96,คำสั่งใดที่ใช้ในการหาค่าสมาชิกที่มีค่าน้อยที่สุดใน tuple,"[{'text': 'min()', 'weight': 1}, {'text': 'max()', 'weight': 0}, {'text': 'sum()', 'weight': 0}, {'text': 'len()', 'weight': 0}]",Tuple,Medium
97,การสร้าง list ในภาษา Python สามารถทำได้โดยการใช้สัญลักษณ์อะไร,"[{'text': '()', 'weight': 0}, {'text': '[]', 'weight': 1}, {'text': '{}', 'weight': 0}, {'text': '<>', 'weight': 0}]",Basic of List,Easy
98,คำสั่งไหนที่ใช้เพื่อเพิ่มสมาชิกเข้าไปใน list,"[{'text': 'append', 'weight': 1}, {'text': 'insert', 'weight': 0.5}, {'text': 'extend', 'weight': 0.25}, {'text': 'remove', 'weight': 0}]",List Methods,Easy
99,วิธีการเข้าถึงสมาชิกของ list คือ,"[{'text': 'ด้วยการใช้ index ที่เป็นเลข', 'weight': 1}, {'text': 'ด้วยการใช้ key ที่เป็นตัวอักษร', 'weight': 0}, {'text': 'ด้วยการใช้ function', 'weight': 0}, {'text': 'ด้วยการใช้ loop', 'weight': 0}]",Basic of List,Easy
100,list ใน Python เป็นแบบ,"[{'text': 'mutable', 'weight': 1}, {'text': 'immutable', 'weight': 0}, {'text': 'tuple', 'weight': 0}, {'text': 'set', 'weight': 0}]",Basic of List,Easy
