,Question,Choice1,Choice2,Choice3,Choice4,Topic,Level
209,ชนิดข้อมูล bool ในภาษา Python ใช้เก็บค่าใด,"('ค่าที่เป็นจริง/เท็จ', 0.75)","('ตัวเลขจำนวนเต็ม', 0.25)","('ตัวเลขทศนิยม', 0)","('ข้อความ', 0)",Variables and Data Types,Easy
210,ในภาษา Python การเปลี่ยนชนิดข้อมูลของตัวแปรสามารถทำได้โดยการใช้ฟังก์ชันใด,"('int()', 0.5)","('float()', 0.5)","('str()', 0)","('bool()', 0)",Variables and Data Types,Medium
211,ในภาษา Python คุณสามารถเก็บค่าใดๆ ในตัวแปรได้,"('ตัวเลข', 0.75)","('ข้อความ', 0.25)","('ทั้งข้อความและตัวเลข', 0)","('ไม่สามารถเก็บค่าใดๆ ได้', 0)",Variables and Data Types,Easy
212,การกำหนดค่าให้กับตัวแปรในภาษา Python ทำอย่างไร?,"('=', 1)","('==', 0.75)","('!=', 0.5)","('>=', 0.25)",VariablesandDataTypes,Easy
213,การแสดงผลลัพธ์ของตัวแปรในภาษา Python ใช้ฟังก์ชัน?,"('print()', 1)","('display()', 0.75)","('show()', 0.5)","('output()', 0.25)",VariablesandDataTypes,Easy
214,ตัวอย่างของการสร้างตัวแปรในภาษา Python คือ?,"('x = 5', 1)","(""y = 'Hello'"", 0.75)","('z = True', 0.5)","('w = 3.14', 0.25)",VariablesandDataTypes,Medium
215,การเปลี่ยนชนิดข้อมูลของตัวแปรในภาษา Python สามารถทำได้หรือไม่?,"('ไม่สามารถเปลี่ยนชนิดข้อมูลได้', 0)","('สามารถเปลี่ยนชนิดข้อมูลได้', 1)","('ขึ้นอยู่กับชนิดข้อมูล', 0.5)","('ต้องใช้ฟังก์ชันพิเศษ', 0.25)",VariablesandDataTypes,Medium
216,ตัวอย่างของการแปลงชนิดข้อมูลในภาษา Python คือ?,"('str(x)', 1)","('int(y)', 0.75)","('float(z)', 0.5)","('bool(w)', 0.25)",VariablesandDataTypes,Medium
217,การกำหนดค่าเริ่มต้นให้กับตัวแปรในภาษา Python สามารถทำได้หรือไม่?,"('ไม่สามารถกำหนดค่าเริ่มต้นได้', 0)","('สามารถกำหนดค่าเริ่มต้นได้', 1)","('ขึ้นอยู่กับชนิดข้อมูล', 0.5)","('ต้องใช้ฟังก์ชันพิเศษ', 0.25)",VariablesandDataTypes,Medium
218,การตรวจสอบชนิดข้อมูลของตัวแปรในภาษา Python สามารถทำได้โดยใช้ฟังก์ชัน?,"('type()', 1)","('isinstance()', 0.75)","('classof()', 0.5)","('datatype()', 0.25)",VariablesandDataTypes,Hard
219,การเปลี่ยนแปลงค่าของตัวแปรในภาษา Python สามารถทำได้โดยใช้?,"('Assignment', 1)","('Function', 0.75)","('Method', 0.5)","('Operator', 0.25)",VariablesandDataTypes,Hard
220,ตัวแปรในภาษา Python สามารถเก็บค่าได้หลายประเภท เช่น,"('String', 1)","('Integer', 0.75)","('Boolean', 0.5)","('List', 0.25)",VariablesandDataTypes,Easy
221,การใช้งานตัวแปรในภาษา Python ต้องเริ่มด้วยคำว่า?,"('var', 0.25)","('let', 0.5)","('int', 0.75)","('None', 1)",VariablesandDataTypes,Easy
